user_id,signup_date,signup_month,channel,state,segment,age,gender,plan,activated,last_active_date,months_observed,is_churned,churn_risk_score,days_since_active
SD017176,2024-08-10,2024-08,TikTok Ads,Edo,Small Business,42,Male,Starter,1,2024-09-02,1,0,23,28
SD017177,2023-10-26,2023-10,Referral,Kano,Small Business,45,Male,Business Pro,0,2023-10-27,11,1,100,339
SD017178,2024-06-17,2024-06,Google Ads,Delta,E-commerce Seller,53,Male,Starter,1,2024-08-08,3,1,44,53
SD017179,2024-05-21,2024-05,Facebook Ads,Edo,Individual Sender,25,Male,Starter,0,2024-05-25,4,1,100,128
SD017180,2023-10-14,2023-10,Referral,Abuja,Individual Sender,24,Female,Starter,1,2023-11-24,11,1,100,311
SD017181,2023-10-17,2023-10,TikTok Ads,Lagos,Freelancer,46,Male,Starter,1,2023-11-10,11,1,100,325
SD017182,2024-06-04,2024-06,Referral,Rivers,Small Business,28,Male,Starter,1,2024-06-19,3,1,98,103
SD017183,2024-05-16,2024-05,Instagram,Lagos,Freelancer,32,Female,Starter,0,2024-05-17,4,1,100,136
SD017184,2024-08-08,2024-08,Referral,Oyo,Small Business,51,Male,Starter,1,2024-08-15,1,1,33,46
SD017185,2024-02-18,2024-02,App Store,Abuja,Individual Sender,51,Male,Starter,0,2024-02-21,7,1,100,222
SD017186,2024-04-03,2024-04,Google Ads,Abuja,E-commerce Seller,37,Female,Starter,1,2024-08-06,6,1,56,55
SD017187,2024-01-28,2024-01,Google Ads,Kano,Small Business,40,Male,Business Pro,0,2024-01-30,8,1,100,244
SD017188,2024-02-23,2024-02,Instagram,Lagos,E-commerce Seller,43,Female,Business Pro,0,2024-02-24,7,1,100,219
SD017189,2024-03-17,2024-03,Referral,Anambra,E-commerce Seller,55,Male,Business Pro,1,2024-06-20,6,1,81,102
SD017190,2023-12-17,2023-12,TikTok Ads,Abuja,Small Business,39,Male,Starter,1,2024-02-16,9,1,100,227
SD017191,2023-10-10,2023-10,Word of Mouth,Kaduna,Small Business,53,Female,Starter,0,2024-04-22,11,1,100,161
SD017192,2024-05-27,2024-05,Google Ads,Kano,Small Business,20,Male,Starter,1,2024-09-01,4,0,30,29
SD017193,2024-05-31,2024-05,Instagram,Lagos,E-commerce Seller,42,Male,Starter,1,2024-07-15,4,1,69,77
SD017194,2024-05-04,2024-05,Referral,Oyo,Individual Sender,27,Male,Starter,0,2024-05-05,4,1,100,148
SD017195,2023-10-19,2023-10,Facebook Ads,Lagos,Individual Sender,33,Female,Starter,0,2023-10-24,11,1,100,342
SD017196,2024-01-30,2024-01,Google Ads,Kano,E-commerce Seller,48,Female,Starter,1,2024-02-11,8,1,100,232
SD017197,2024-08-27,2024-08,Google Ads,Lagos,Small Business,29,Female,Business Pro,0,2024-08-28,1,0,55,33
SD017198,2024-07-22,2024-07,Google Ads,Imo,Small Business,39,Female,Starter,1,2024-09-01,2,0,22,29
SD017199,2024-05-19,2024-05,Google Ads,Kaduna,Small Business,42,Male,Business Pro,0,2024-05-24,4,1,100,129
SD017200,2023-10-27,2023-10,Instagram,Kano,Corporate,21,Male,Enterprise,0,2023-10-29,11,1,100,337
SD017201,2024-02-01,2024-02,Instagram,Abuja,Freelancer,38,Female,Starter,1,2024-02-27,8,1,100,216
SD017202,2024-08-15,2024-08,Instagram,Lagos,Small Business,34,Female,Starter,1,2024-09-09,1,0,16,21
SD017203,2024-05-27,2024-05,TikTok Ads,Lagos,Freelancer,47,Male,Starter,1,2024-06-03,4,1,100,119
SD017204,2024-03-25,2024-03,Referral,Kaduna,Corporate,54,Female,Enterprise,0,2024-03-27,6,1,100,187
SD017205,2024-04-25,2024-04,Word of Mouth,Delta,E-commerce Seller,31,Male,Starter,1,2024-06-10,5,1,97,112
SD017206,2024-05-07,2024-05,Instagram,Oyo,E-commerce Seller,23,Female,Starter,0,2024-05-08,4,1,100,145
SD017207,2024-05-18,2024-05,Google Ads,Abuja,Individual Sender,49,Male,Starter,0,2024-05-20,4,1,100,133
SD017208,2024-07-16,2024-07,Instagram,Delta,Individual Sender,52,Female,Starter,1,2024-07-22,2,1,78,70
SD017209,2023-10-27,2023-10,App Store,Imo,Small Business,35,Male,Business Pro,1,2023-12-20,11,1,100,285
SD017210,2024-04-11,2024-04,Referral,Lagos,Individual Sender,40,Male,Starter,0,2024-04-14,5,1,100,169
SD017211,2024-01-15,2024-01,Referral,Anambra,Corporate,48,Male,Enterprise,0,2024-01-16,8,1,100,258
SD017212,2024-01-23,2024-01,TikTok Ads,Delta,Freelancer,33,Male,Starter,0,2024-01-28,8,1,100,246
SD017213,2024-03-19,2024-03,TikTok Ads,Abuja,E-commerce Seller,48,Male,Business Pro,1,2024-07-13,6,1,77,79
SD017214,2023-12-21,2023-12,Google Ads,Rivers,Individual Sender,33,Male,Starter,1,2024-02-07,9,1,100,236
SD017215,2024-03-03,2024-03,TikTok Ads,Rivers,E-commerce Seller,52,Female,Business Pro,1,2024-08-16,7,0,47,45
SD017216,2024-08-14,2024-08,TikTok Ads,Rivers,Small Business,35,Female,Starter,0,2024-08-19,1,0,65,42
SD017217,2023-12-22,2023-12,Instagram,Lagos,Corporate,27,Male,Business Pro,1,2023-12-27,9,1,100,278
SD017218,2023-11-11,2023-11,Facebook Ads,Lagos,Freelancer,23,Male,Starter,0,2023-11-13,10,1,100,322
SD017219,2024-08-04,2024-08,App Store,Lagos,Small Business,40,Male,Business Pro,0,2024-08-09,1,1,68,52
SD017220,2023-10-20,2023-10,Google Ads,Kano,E-commerce Seller,21,Female,Starter,0,2023-10-23,11,1,100,343
SD017221,2023-12-03,2023-12,Google Ads,Imo,E-commerce Seller,40,Female,Business Pro,1,2023-12-08,10,1,100,297
SD017222,2023-10-03,2023-10,Word of Mouth,Lagos,Small Business,38,Male,Starter,0,2023-10-08,12,1,100,358
SD017223,2024-07-19,2024-07,Instagram,Abuja,E-commerce Seller,44,Female,Starter,1,2024-08-01,2,1,56,60
SD017224,2024-08-18,2024-08,Instagram,Abuja,Small Business,55,Male,Starter,1,2024-09-12,1,0,14,18
SD017225,2024-01-10,2024-01,Referral,Lagos,E-commerce Seller,52,Male,Business Pro,1,2024-02-21,8,1,100,222
SD017226,2024-02-01,2024-02,Facebook Ads,Rivers,Individual Sender,45,Male,Starter,1,2024-02-02,8,1,100,241
SD017227,2023-10-08,2023-10,Word of Mouth,Oyo,E-commerce Seller,52,Female,Business Pro,1,2024-03-02,11,1,100,212
SD017228,2023-12-01,2023-12,Referral,Abuja,E-commerce Seller,28,Female,Starter,1,2023-12-13,10,1,100,292
SD017229,2023-11-11,2023-11,Google Ads,Imo,E-commerce Seller,20,Male,Business Pro,0,2023-11-15,10,1,100,320
SD017230,2024-06-22,2024-06,Google Ads,Abuja,E-commerce Seller,31,Male,Starter,1,2024-08-16,3,0,38,45
SD017231,2024-04-06,2024-04,App Store,Kaduna,Small Business,45,Male,Business Pro,1,2024-04-06,5,1,100,177
SD017232,2023-10-04,2023-10,TikTok Ads,Kaduna,Small Business,37,Female,Starter,1,2023-12-01,12,1,100,304
SD017233,2024-01-18,2024-01,Google Ads,Kano,Individual Sender,38,Female,Starter,0,2024-01-20,8,1,100,254
SD017234,2023-12-05,2023-12,Word of Mouth,Lagos,Small Business,21,Female,Starter,0,2023-12-10,10,1,100,295
SD017235,2023-11-27,2023-11,Facebook Ads,Delta,Individual Sender,49,Male,Starter,1,2023-12-04,10,1,100,301
SD017236,2024-02-20,2024-02,Instagram,Imo,Individual Sender,52,Male,Starter,1,2024-02-28,7,1,100,215
SD017237,2023-11-10,2023-11,App Store,Abuja,Freelancer,49,Female,Starter,0,2024-02-09,10,1,100,234
SD017238,2024-03-08,2024-03,Google Ads,Lagos,Individual Sender,39,Male,Starter,0,2024-04-27,6,1,100,156
SD017239,2024-03-24,2024-03,Google Ads,Rivers,Individual Sender,53,Female,Starter,1,2024-05-23,6,1,100,130
SD017240,2023-10-26,2023-10,TikTok Ads,Lagos,Individual Sender,47,Male,Starter,0,2024-02-19,11,1,100,224
SD017241,2024-03-06,2024-03,Facebook Ads,Rivers,E-commerce Seller,31,Male,Business Pro,1,2024-03-28,6,1,100,186
SD017242,2024-01-10,2024-01,Word of Mouth,Edo,Small Business,29,Male,Starter,1,2024-03-20,8,1,100,194
SD017243,2024-01-24,2024-01,Google Ads,Abuja,Small Business,36,Female,Starter,1,2024-03-08,8,1,100,206
SD017244,2023-11-12,2023-11,Referral,Kano,Individual Sender,37,Male,Starter,0,2023-11-13,10,1,100,322
SD017245,2024-02-04,2024-02,App Store,Rivers,E-commerce Seller,41,Male,Starter,0,2024-06-11,7,1,100,111
SD017246,2023-11-16,2023-11,TikTok Ads,Lagos,Small Business,24,Male,Business Pro,0,2023-11-19,10,1,100,316
SD017247,2024-04-19,2024-04,Word of Mouth,Kano,E-commerce Seller,36,Male,Business Pro,1,2024-08-20,5,0,22,41
SD017248,2024-04-04,2024-04,Instagram,Lagos,Freelancer,45,Female,Starter,0,2024-04-06,5,1,100,177
SD017249,2024-05-25,2024-05,Google Ads,Kano,Individual Sender,30,Male,Starter,0,2024-05-25,4,1,100,128
SD017250,2024-07-02,2024-07,Referral,Delta,Freelancer,30,Female,Starter,1,2024-09-15,3,0,12,15
SD017251,2024-03-11,2024-03,Instagram,Rivers,Individual Sender,28,Female,Starter,1,2024-03-22,6,1,100,192
SD017252,2024-04-11,2024-04,Word of Mouth,Abuja,E-commerce Seller,48,Male,Starter,0,2024-04-13,5,1,100,170
SD017253,2024-01-24,2024-01,Referral,Kaduna,Individual Sender,44,Female,Starter,1,2024-02-02,8,1,100,241
SD017254,2024-08-10,2024-08,Word of Mouth,Rivers,E-commerce Seller,26,Female,Business Pro,1,2024-09-07,1,0,8,23
SD017255,2024-08-01,2024-08,Instagram,Lagos,Individual Sender,49,Male,Starter,1,2024-08-28,2,0,48,33
SD017256,2024-04-29,2024-04,Google Ads,Kano,Freelancer,25,Male,Starter,0,2024-04-30,5,1,100,153
SD017257,2024-05-29,2024-05,Google Ads,Oyo,Individual Sender,37,Female,Starter,1,2024-07-26,4,1,74,66
SD017258,2024-03-09,2024-03,Instagram,Lagos,Small Business,54,Female,Starter,1,2024-07-21,6,1,76,71
SD017259,2023-10-10,2023-10,App Store,Rivers,Small Business,41,Male,Starter,1,2024-01-04,11,1,100,270
SD017260,2023-11-20,2023-11,Google Ads,Abuja,Individual Sender,39,Female,Starter,1,2023-11-21,10,1,100,314
SD017261,2023-11-23,2023-11,Word of Mouth,Lagos,E-commerce Seller,23,Female,Business Pro,0,2024-08-31,10,0,37,30
SD017262,2024-07-08,2024-07,Referral,Lagos,Corporate,38,Male,Business Pro,1,2024-08-19,2,0,16,42
SD017263,2024-07-15,2024-07,Referral,Oyo,Individual Sender,39,Male,Starter,1,2024-08-11,2,1,58,50
SD017264,2024-07-06,2024-07,Google Ads,Kano,Small Business,34,Male,Business Pro,0,2024-07-07,2,1,97,85
SD017265,2024-06-08,2024-06,Word of Mouth,Abuja,Small Business,45,Male,Business Pro,1,2024-06-12,3,1,100,110
SD017266,2024-01-09,2024-01,Referral,Abuja,Small Business,21,Male,Starter,1,2024-01-14,8,1,100,260
SD017267,2024-01-03,2024-01,Word of Mouth,Edo,Individual Sender,40,Male,Starter,0,2024-01-03,9,1,100,271
SD017268,2024-02-22,2024-02,Google Ads,Lagos,Freelancer,48,Female,Starter,1,2024-03-07,7,1,100,207
SD017269,2024-02-15,2024-02,Word of Mouth,Oyo,Small Business,44,Female,Starter,1,2024-02-16,7,1,100,227
SD017270,2024-01-05,2024-01,Referral,Abuja,Individual Sender,48,Female,Starter,0,2024-01-08,8,1,100,266
SD017271,2024-08-04,2024-08,TikTok Ads,Abuja,E-commerce Seller,41,Male,Business Pro,0,2024-08-07,1,1,67,54
SD017272,2024-06-22,2024-06,TikTok Ads,Delta,Freelancer,25,Male,Starter,1,2024-06-25,3,1,100,97
SD017273,2024-02-29,2024-02,Instagram,Lagos,Individual Sender,41,Male,Starter,0,2024-02-29,7,1,100,214
SD017274,2024-06-17,2024-06,Instagram,Lagos,E-commerce Seller,40,Female,Starter,1,2024-08-02,3,1,50,59
SD017275,2024-07-05,2024-07,Instagram,Anambra,Corporate,50,Male,Enterprise,1,2024-07-07,2,1,69,85
SD017276,2024-05-09,2024-05,Google Ads,Imo,Freelancer,40,Female,Starter,0,2024-05-13,4,1,100,140
SD017277,2024-02-03,2024-02,Google Ads,Kano,Freelancer,23,Female,Starter,0,2024-02-05,8,1,100,238
SD017278,2023-12-14,2023-12,Facebook Ads,Lagos,Individual Sender,30,Female,Starter,0,2023-12-18,9,1,100,287
SD017279,2024-05-03,2024-05,Google Ads,Edo,Individual Sender,51,Male,Starter,0,2024-05-06,5,1,100,147
SD017280,2024-01-27,2024-01,Facebook Ads,Rivers,Individual Sender,34,Female,Starter,0,2024-01-31,8,1,100,243
SD017281,2024-06-07,2024-06,App Store,Lagos,Freelancer,42,Male,Starter,0,2024-06-09,3,1,100,113
SD017282,2024-05-19,2024-05,TikTok Ads,Lagos,Small Business,43,Female,Starter,1,2024-05-28,4,1,100,125
SD017283,2023-11-09,2023-11,App Store,Abuja,E-commerce Seller,36,Male,Starter,1,2023-12-28,10,1,100,277
SD017284,2023-11-19,2023-11,TikTok Ads,Rivers,Small Business,23,Male,Business Pro,1,2023-12-12,10,1,100,293
SD017285,2024-06-19,2024-06,App Store,Rivers,Freelancer,23,Female,Starter,0,2024-06-19,3,1,100,103
SD017286,2024-04-01,2024-04,Instagram,Rivers,Individual Sender,49,Male,Starter,1,2024-04-21,6,1,100,162
SD017287,2024-07-09,2024-07,Instagram,Abuja,Small Business,25,Male,Starter,0,2024-07-10,2,1,95,82
SD017288,2023-11-21,2023-11,Facebook Ads,Lagos,Small Business,39,Male,Starter,1,2023-12-03,10,1,100,302
SD017289,2024-02-25,2024-02,Word of Mouth,Kano,Small Business,47,Female,Business Pro,0,2024-02-28,7,1,100,215
SD017290,2024-08-31,2024-08,Referral,Oyo,Individual Sender,39,Male,Starter,1,2024-09-01,1,0,26,29
SD017291,2024-07-27,2024-07,Word of Mouth,Abuja,Corporate,41,Female,Business Pro,0,2024-07-31,2,1,61,61
SD017292,2024-04-29,2024-04,Instagram,Kano,Individual Sender,44,Male,Starter,0,2024-08-08,5,1,73,53
SD017293,2024-01-20,2024-01,TikTok Ads,Lagos,Corporate,50,Male,Enterprise,1,2024-01-31,8,1,100,243
SD017294,2023-11-12,2023-11,Word of Mouth,Abuja,E-commerce Seller,21,Male,Business Pro,1,2023-11-18,10,1,100,317
SD017295,2024-07-12,2024-07,Instagram,Kano,Small Business,30,Female,Starter,1,2024-08-24,2,0,29,37
SD017296,2023-12-26,2023-12,Word of Mouth,Oyo,Individual Sender,37,Male,Starter,0,2023-12-27,9,1,100,278
SD017297,2024-04-06,2024-04,Word of Mouth,Rivers,Individual Sender,45,Female,Starter,0,2024-04-06,5,1,100,177
SD017298,2024-03-16,2024-03,Instagram,Lagos,Small Business,42,Male,Starter,0,2024-03-18,6,1,100,196
SD017299,2023-10-18,2023-10,App Store,Lagos,Individual Sender,34,Male,Starter,1,2024-01-05,11,1,100,269
SD017300,2023-10-21,2023-10,Instagram,Oyo,Freelancer,51,Female,Starter,1,2023-11-30,11,1,100,305
SD017301,2023-11-21,2023-11,Google Ads,Oyo,Corporate,24,Male,Enterprise,1,2024-04-03,10,1,100,180
SD017302,2024-01-17,2024-01,Facebook Ads,Abuja,E-commerce Seller,42,Female,Starter,0,2024-01-18,8,1,100,256
SD017303,2024-05-05,2024-05,Google Ads,Kaduna,E-commerce Seller,43,Female,Starter,1,2024-06-27,4,1,83,95
SD017304,2024-07-08,2024-07,Facebook Ads,Abuja,Freelancer,37,Female,Starter,1,2024-07-12,2,1,83,80
SD017305,2023-10-20,2023-10,Google Ads,Lagos,Small Business,30,Female,Starter,1,2023-11-12,11,1,100,323
SD017306,2024-02-17,2024-02,App Store,Oyo,Small Business,25,Female,Starter,1,2024-03-01,7,1,100,213
SD017307,2023-10-31,2023-10,TikTok Ads,Imo,E-commerce Seller,40,Male,Starter,1,2024-03-13,11,1,100,201
SD017308,2024-08-05,2024-08,Instagram,Rivers,Freelancer,25,Male,Starter,1,2024-08-09,1,1,45,52
SD017309,2024-07-13,2024-07,Google Ads,Lagos,E-commerce Seller,49,Male,Business Pro,1,2024-07-13,2,1,70,79
SD017310,2024-05-14,2024-05,App Store,Imo,Small Business,45,Male,Starter,0,2024-05-17,4,1,100,136
SD017311,2024-01-31,2024-01,Word of Mouth,Abuja,Small Business,37,Male,Starter,1,2024-03-08,8,1,100,206
SD017312,2023-10-19,2023-10,Word of Mouth,Edo,E-commerce Seller,29,Female,Business Pro,1,2023-11-10,11,1,100,325
SD017313,2023-11-27,2023-11,Facebook Ads,Delta,E-commerce Seller,35,Male,Starter,1,2023-12-25,10,1,100,280
SD017314,2023-12-26,2023-12,TikTok Ads,Lagos,Individual Sender,47,Male,Starter,0,2023-12-28,9,1,100,277
SD017315,2024-06-16,2024-06,Instagram,Lagos,Small Business,46,Female,Starter,0,2024-06-16,3,1,100,106
SD017316,2023-12-14,2023-12,Google Ads,Lagos,Individual Sender,28,Male,Starter,0,2023-12-15,9,1,100,290
SD017317,2024-07-26,2024-07,Google Ads,Kano,E-commerce Seller,54,Female,Starter,1,2024-07-29,2,1,57,63
SD017318,2023-10-23,2023-10,Google Ads,Rivers,Small Business,24,Female,Business Pro,1,2024-05-04,11,1,100,149
SD017319,2024-03-15,2024-03,Instagram,Delta,Small Business,45,Male,Starter,0,2024-03-18,6,1,100,196
SD017320,2024-04-10,2024-04,Facebook Ads,Lagos,E-commerce Seller,52,Male,Starter,1,2024-04-20,5,1,100,163
SD017321,2024-07-17,2024-07,Referral,Kano,Corporate,55,Female,Enterprise,1,2024-09-11,2,0,0,19
SD017322,2024-08-13,2024-08,Word of Mouth,Lagos,E-commerce Seller,24,Male,Starter,1,2024-08-28,1,0,16,33
SD017323,2023-12-09,2023-12,Referral,Edo,Small Business,24,Female,Starter,0,2024-05-22,9,1,100,131
SD017324,2024-01-19,2024-01,Word of Mouth,Imo,Small Business,31,Female,Starter,0,2024-01-20,8,1,100,254
SD017325,2024-08-12,2024-08,Instagram,Kano,Individual Sender,44,Female,Starter,0,2024-08-14,1,1,74,47
SD017326,2024-03-02,2024-03,Google Ads,Edo,Individual Sender,32,Female,Starter,0,2024-03-06,7,1,100,208
SD017327,2023-11-30,2023-11,App Store,Lagos,Individual Sender,34,Female,Starter,1,2024-04-30,10,1,100,153
SD017328,2024-01-07,2024-01,Facebook Ads,Abuja,Small Business,23,Female,Starter,1,2024-01-15,8,1,100,259
SD017329,2023-10-30,2023-10,Referral,Lagos,Freelancer,31,Male,Starter,0,2023-11-04,11,1,100,331
SD017330,2023-11-18,2023-11,Google Ads,Rivers,Individual Sender,28,Male,Starter,0,2023-11-21,10,1,100,314
SD017331,2024-04-30,2024-04,Word of Mouth,Lagos,Individual Sender,50,Male,Starter,0,2024-05-03,5,1,100,150
SD017332,2024-04-27,2024-04,Google Ads,Rivers,Individual Sender,36,Male,Starter,1,2024-05-25,5,1,100,128
SD017333,2024-01-15,2024-01,Facebook Ads,Anambra,Individual Sender,50,Male,Starter,1,2024-02-01,8,1,100,242
SD017334,2023-11-03,2023-11,Google Ads,Lagos,Small Business,52,Male,Starter,0,2024-05-10,11,1,100,143
SD017335,2024-03-03,2024-03,Instagram,Kano,Small Business,27,Female,Starter,1,2024-09-24,7,0,17,6
SD017336,2024-07-12,2024-07,Referral,Imo,Individual Sender,36,Male,Starter,0,2024-07-14,2,1,95,78
SD017337,2024-01-18,2024-01,Referral,Kaduna,Corporate,29,Male,Business Pro,1,2024-02-26,8,1,100,217
SD017338,2024-07-01,2024-07,Word of Mouth,Rivers,Individual Sender,45,Male,Starter,0,2024-07-04,3,1,100,88
SD017339,2024-06-24,2024-06,Instagram,Imo,E-commerce Seller,21,Male,Business Pro,1,2024-08-14,3,1,40,47
SD017340,2024-02-19,2024-02,Google Ads,Rivers,Small Business,28,Male,Starter,1,2024-04-20,7,1,100,163
SD017341,2024-06-03,2024-06,App Store,Anambra,E-commerce Seller,39,Male,Business Pro,1,2024-06-13,3,1,97,109
SD017342,2023-10-22,2023-10,Google Ads,Abuja,Freelancer,51,Female,Starter,0,2023-10-27,11,1,100,339
SD017343,2024-03-25,2024-03,Word of Mouth,Rivers,E-commerce Seller,54,Female,Starter,1,2024-04-02,6,1,100,181
SD017344,2023-12-24,2023-12,Referral,Imo,Corporate,55,Male,Business Pro,1,2024-01-23,9,1,100,251
SD017345,2024-08-08,2024-08,Facebook Ads,Lagos,Individual Sender,25,Male,Starter,0,2024-08-11,1,1,77,50
SD017346,2023-11-20,2023-11,App Store,Oyo,Freelancer,39,Female,Starter,1,2023-12-16,10,1,100,289
SD017347,2024-01-20,2024-01,Referral,Abuja,Freelancer,30,Male,Starter,1,2024-06-07,8,1,100,115
SD017348,2024-07-14,2024-07,Word of Mouth,Kaduna,Corporate,27,Male,Business Pro,1,2024-08-26,2,0,10,35
SD017349,2024-06-12,2024-06,Word of Mouth,Lagos,E-commerce Seller,36,Female,Starter,0,2024-06-12,3,1,100,110
SD017350,2024-06-01,2024-06,TikTok Ads,Kaduna,Corporate,36,Female,Business Pro,1,2024-06-28,4,1,85,94
SD017351,2023-10-24,2023-10,Google Ads,Lagos,Corporate,44,Female,Enterprise,1,2023-11-30,11,1,100,305
SD017352,2023-12-30,2023-12,Facebook Ads,Lagos,Individual Sender,52,Male,Starter,0,2024-01-01,9,1,100,273
SD017353,2024-01-01,2024-01,Google Ads,Edo,Freelancer,36,Male,Starter,0,2024-01-03,9,1,100,271
SD017354,2024-07-06,2024-07,Instagram,Rivers,E-commerce Seller,51,Female,Starter,1,2024-08-16,2,0,29,45
SD017355,2024-08-14,2024-08,Google Ads,Kano,E-commerce Seller,47,Female,Starter,0,2024-08-19,1,0,56,42
SD017356,2024-07-01,2024-07,Instagram,Abuja,E-commerce Seller,54,Female,Business Pro,1,2024-08-17,3,0,38,44
SD017357,2024-07-31,2024-07,Google Ads,Delta,Individual Sender,42,Female,Starter,1,2024-08-01,2,1,69,60
SD017358,2024-07-27,2024-07,Google Ads,Kaduna,Individual Sender,36,Female,Starter,0,2024-07-30,2,1,86,62
SD017359,2024-01-22,2024-01,Google Ads,Abuja,Small Business,46,Male,Business Pro,0,2024-01-25,8,1,100,249
SD017360,2023-11-19,2023-11,Google Ads,Edo,Individual Sender,52,Male,Starter,1,2023-12-01,10,1,100,304
SD017361,2024-02-09,2024-02,Google Ads,Kano,Small Business,30,Male,Starter,1,2024-03-04,7,1,100,210
SD017362,2024-02-25,2024-02,App Store,Edo,Individual Sender,42,Female,Starter,0,2024-05-14,7,1,100,139
SD017363,2024-04-10,2024-04,App Store,Lagos,Corporate,25,Female,Enterprise,1,2024-04-22,5,1,100,161
SD017364,2024-02-05,2024-02,Instagram,Lagos,Freelancer,50,Female,Starter,1,2024-02-07,7,1,100,236
SD017365,2024-05-27,2024-05,Facebook Ads,Abuja,Small Business,26,Female,Starter,0,2024-09-12,4,0,29,18
SD017366,2024-03-05,2024-03,Google Ads,Kaduna,Individual Sender,23,Male,Starter,0,2024-03-06,6,1,100,208
SD017367,2024-02-12,2024-02,Facebook Ads,Lagos,Individual Sender,32,Male,Starter,1,2024-02-27,7,1,100,216
SD017368,2024-03-06,2024-03,Instagram,Abuja,E-commerce Seller,32,Male,Business Pro,0,2024-06-02,6,1,100,120
SD017369,2024-06-25,2024-06,Google Ads,Kaduna,Individual Sender,51,Female,Starter,1,2024-07-19,3,1,84,73
SD017370,2024-06-29,2024-06,Referral,Rivers,Individual Sender,26,Male,Starter,1,2024-07-14,3,1,85,78
SD017371,2024-02-14,2024-02,Facebook Ads,Lagos,Individual Sender,32,Female,Starter,1,2024-02-17,7,1,100,226
SD017372,2023-10-01,2023-10,Word of Mouth,Lagos,Individual Sender,28,Female,Starter,0,2023-10-04,12,1,100,362
SD017373,2023-10-10,2023-10,App Store,Lagos,Individual Sender,39,Female,Starter,0,2023-10-15,11,1,100,351
SD017374,2024-07-18,2024-07,Referral,Imo,Individual Sender,47,Female,Starter,1,2024-08-18,2,0,37,43
SD017375,2024-06-11,2024-06,Referral,Edo,E-commerce Seller,20,Female,Starter,0,2024-06-11,3,1,100,111
SD017376,2023-10-03,2023-10,App Store,Rivers,Small Business,52,Female,Starter,0,2023-10-03,12,1,100,363
SD017377,2024-02-16,2024-02,Word of Mouth,Lagos,Individual Sender,51,Male,Starter,0,2024-02-19,7,1,100,224
SD017378,2024-06-25,2024-06,Facebook Ads,Lagos,Individual Sender,34,Male,Starter,0,2024-06-25,3,1,100,97
SD017379,2023-12-31,2023-12,Instagram,Oyo,E-commerce Seller,33,Female,Business Pro,1,2024-03-26,9,1,100,188
SD017380,2024-02-22,2024-02,Facebook Ads,Rivers,Small Business,25,Female,Business Pro,0,2024-02-22,7,1,100,221
SD017381,2024-08-28,2024-08,Referral,Abuja,Individual Sender,44,Male,Starter,1,2024-09-09,1,0,20,21
SD017382,2024-07-31,2024-07,Word of Mouth,Abuja,Small Business,45,Female,Business Pro,1,2024-09-06,2,0,16,24
SD017383,2024-08-15,2024-08,Facebook Ads,Kano,Corporate,34,Female,Business Pro,0,2024-08-20,1,0,49,41
SD017384,2024-07-15,2024-07,App Store,Rivers,E-commerce Seller,55,Male,Business Pro,1,2024-07-31,2,1,54,61
SD017385,2023-10-13,2023-10,Google Ads,Lagos,E-commerce Seller,23,Female,Business Pro,1,2023-11-03,11,1,100,332
SD017386,2023-10-02,2023-10,Word of Mouth,Kano,Freelancer,28,Female,Starter,1,2023-10-04,12,1,100,362
SD017387,2024-05-13,2024-05,Instagram,Edo,Small Business,35,Female,Business Pro,0,2024-05-17,4,1,100,136
SD017388,2024-05-16,2024-05,Referral,Rivers,Small Business,46,Male,Business Pro,1,2024-05-27,4,1,100,126
SD017389,2024-01-09,2024-01,Facebook Ads,Oyo,Individual Sender,47,Male,Starter,0,2024-01-11,8,1,100,263
SD017390,2024-08-21,2024-08,Referral,Anambra,E-commerce Seller,40,Male,Starter,0,2024-08-26,1,0,47,35
SD017391,2024-08-22,2024-08,Instagram,Anambra,E-commerce Seller,37,Female,Business Pro,1,2024-09-08,1,0,10,22
SD017392,2023-11-05,2023-11,Facebook Ads,Anambra,E-commerce Seller,36,Male,Starter,1,2023-12-29,11,1,100,276
SD017393,2024-04-17,2024-04,Facebook Ads,Rivers,Small Business,25,Male,Starter,0,2024-04-21,5,1,100,162
SD017394,2024-01-11,2024-01,TikTok Ads,Abuja,Corporate,36,Male,Enterprise,1,2024-02-28,8,1,100,215
SD017395,2024-01-02,2024-01,TikTok Ads,Anambra,Small Business,20,Male,Business Pro,1,2024-01-04,9,1,100,270
SD017396,2024-04-05,2024-04,Google Ads,Rivers,Small Business,39,Female,Business Pro,1,2024-04-13,5,1,100,170
SD017397,2023-10-03,2023-10,Instagram,Abuja,Freelancer,39,Female,Starter,1,2024-05-09,12,1,100,144
SD017398,2024-07-23,2024-07,Word of Mouth,Lagos,Corporate,40,Male,Business Pro,1,2024-08-05,2,1,42,56
SD017399,2024-03-04,2024-03,App Store,Imo,Small Business,54,Male,Starter,1,2024-07-16,7,1,66,76
SD017400,2023-10-12,2023-10,Facebook Ads,Abuja,Freelancer,40,Male,Starter,1,2023-11-03,11,1,100,332
SD017401,2024-05-26,2024-05,Referral,Abuja,Corporate,54,Female,Business Pro,0,2024-05-26,4,1,100,127
SD017402,2024-05-23,2024-05,App Store,Edo,E-commerce Seller,55,Female,Starter,1,2024-07-09,4,1,71,83
SD017403,2023-10-09,2023-10,Referral,Kano,Corporate,33,Male,Business Pro,1,2023-12-17,11,1,100,288
